energy_type,building_id,timestamp,value,unit
electricity,Bobcat_assembly_Franklin,2017-01-01 21:00:00,152.0,kWh
electricity,Bobcat_education_Alissa,2017-01-01 21:00:00,42.0,kWh
electricity,Bobcat_education_Dylan,2017-01-01 21:00:00,81.0,kWh
electricity,Bobcat_assembly_Franklin,2017-01-01 22:00:00,149.0,kWh
electricity,Bobcat_education_Alissa,2017-01-01 22:00:00,41.75,kWh
electricity,Bobcat_education_Dylan,2017-01-01 22:00:00,81.5,kWh
electricity,Bobcat_assembly_Franklin,2017-01-01 23:00:00,148.9999,kWh
electricity,Bobcat_education_Alissa,2017-01-01 23:00:00,41.0,kWh
electricity,Bobcat_education_Dylan,2017-01-01 23:00:00,81.5,kWh
electricity,Bobcat_assembly_Franklin,2017-01-02 00:00:00,148.0,kWh
electricity,Bobcat_education_Alissa,2017-01-02 00:00:00,41.5,kWh
electricity,Bobcat_education_Dylan,2017-01-02 00:00:00,81.0,kWh
electricity,Bobcat_assembly_Franklin,2017-01-02 01:00:00,150.0,kWh
electricity,Bobcat_education_Alissa,2017-01-02 01:00:00,43.5,kWh
electricity,Bobcat_education_Dylan,2017-01-02 01:00:00,96.0,kWh
electricity,Bobcat_assembly_Franklin,2017-01-02 02:00:00,148.0,kWh
electricity,Bobcat_education_Alissa,2017-01-02 02:00:00,41.5,kWh
electricity,Bobcat_education_Dylan,2017-01-02 02:00:00,95.5,kWh
electricity,Bobcat_assembly_Franklin,2017-01-02 03:00:00,148.0,kWh
electricity,Bobcat_education_Alissa,2017-01-02 03:00:00,41.5,kWh
electricity,Bobcat_education_Dylan,2017-01-02 03:00:00,101.5,kWh
electricity,Bobcat_assembly_Franklin,2017-01-02 04:00:00,149.0,kWh
electricity,Bobcat_education_Alissa,2017-01-02 04:00:00,41.25,kWh
electricity,Bobcat_education_Dylan,2017-01-02 04:00:00,94.0,kWh
electricity,Bobcat_assembly_Franklin,2017-01-02 05:00:00,153.0,kWh
electricity,Bobcat_education_Alissa,2017-01-02 05:00:00,64.75,kWh
electricity,Bobcat_education_Dylan,2017-01-02 05:00:00,116.5,kWh
electricity,Bobcat_assembly_Franklin,2017-01-02 06:00:00,152.0,kWh
electricity,Bobcat_education_Alissa,2017-01-02 06:00:00,78.25,kWh
electricity,Bobcat_education_Dylan,2017-01-02 06:00:00,124.0,kWh
electricity,Bobcat_assembly_Franklin,2017-01-02 07:00:00,159.0,kWh
electricity,Bobcat_education_Alissa,2017-01-02 07:00:00,84.5,kWh
electricity,Bobcat_education_Dylan,2017-01-02 07:00:00,132.5,kWh
electricity,Bobcat_assembly_Franklin,2017-01-02 08:00:00,187.0,kWh
electricity,Bobcat_education_Alissa,2017-01-02 08:00:00,80.75,kWh
electricity,Bobcat_education_Dylan,2017-01-02 08:00:00,148.0,kWh
electricity,Bobcat_assembly_Franklin,2017-01-02 09:00:00,207.0,kWh
electricity,Bobcat_education_Alissa,2017-01-02 09:00:00,76.25,kWh
electricity,Bobcat_education_Dylan,2017-01-02 09:00:00,156.5,kWh
electricity,Bobcat_assembly_Franklin,2017-01-02 10:00:00,197.0,kWh
electricity,Bobcat_education_Alissa,2017-01-02 10:00:00,68.75,kWh
electricity,Bobcat_education_Dylan,2017-01-02 10:00:00,160.5,kWh
electricity,Bobcat_assembly_Franklin,2017-01-02 11:00:00,195.0,kWh
electricity,Bobcat_education_Alissa,2017-01-02 11:00:00,66.75,kWh
electricity,Bobcat_education_Dylan,2017-01-02 11:00:00,153.5,kWh
electricity,Bobcat_assembly_Franklin,2017-01-02 12:00:00,199.0,kWh
electricity,Bobcat_education_Alissa,2017-01-02 12:00:00,67.0,kWh
electricity,Bobcat_education_Dylan,2017-01-02 12:00:00,156.5,kWh
electricity,Bobcat_assembly_Franklin,2017-01-02 13:00:00,194.0,kWh
electricity,Bobcat_education_Alissa,2017-01-02 13:00:00,63.25,kWh
electricity,Bobcat_education_Dylan,2017-01-02 13:00:00,150.5,kWh
electricity,Bobcat_assembly_Franklin,2017-01-02 14:00:00,191.0,kWh
electricity,Bobcat_education_Alissa,2017-01-02 14:00:00,62.5,kWh
electricity,Bobcat_education_Dylan,2017-01-02 14:00:00,146.5,kWh
electricity,Bobcat_assembly_Franklin,2017-01-02 15:00:00,189.0,kWh
electricity,Bobcat_education_Alissa,2017-01-02 15:00:00,63.75,kWh
electricity,Bobcat_education_Dylan,2017-01-02 15:00:00,139.5,kWh
electricity,Bobcat_assembly_Franklin,2017-01-02 16:00:00,193.0,kWh
electricity,Bobcat_education_Alissa,2017-01-02 16:00:00,60.0,kWh
electricity,Bobcat_education_Dylan,2017-01-02 16:00:00,146.0,kWh
electricity,Bobcat_assembly_Franklin,2017-01-02 17:00:00,201.0,kWh
electricity,Bobcat_education_Alissa,2017-01-02 17:00:00,64.25,kWh
electricity,Bobcat_education_Dylan,2017-01-02 17:00:00,133.5,kWh
electricity,Bobcat_assembly_Franklin,2017-01-02 18:00:00,191.0,kWh
electricity,Bobcat_education_Alissa,2017-01-02 18:00:00,61.5,kWh
electricity,Bobcat_education_Dylan,2017-01-02 18:00:00,103.0,kWh
electricity,Bobcat_assembly_Franklin,2017-01-02 19:00:00,186.0,kWh
electricity,Bobcat_education_Alissa,2017-01-02 19:00:00,56.25,kWh
electricity,Bobcat_education_Dylan,2017-01-02 19:00:00,101.0,kWh
electricity,Bobcat_assembly_Franklin,2017-01-02 20:00:00,189.0,kWh
electricity,Bobcat_education_Alissa,2017-01-02 20:00:00,57.0,kWh
electricity,Bobcat_education_Dylan,2017-01-02 20:00:00,102.0,kWh
electricity,Bobcat_assembly_Franklin,2017-01-02 21:00:00,151.0,kWh
electricity,Bobcat_education_Alissa,2017-01-02 21:00:00,45.75,kWh
electricity,Bobcat_education_Dylan,2017-01-02 21:00:00,99.0,kWh
electricity,Bobcat_assembly_Franklin,2017-01-02 22:00:00,153.0,kWh
electricity,Bobcat_education_Alissa,2017-01-02 22:00:00,42.5,kWh
electricity,Bobcat_education_Dylan,2017-01-02 22:00:00,102.5,kWh
electricity,Bobcat_assembly_Franklin,2017-01-02 23:00:00,140.0,kWh
electricity,Bobcat_education_Alissa,2017-01-02 23:00:00,42.5,kWh
electricity,Bobcat_education_Dylan,2017-01-02 23:00:00,103.0,kWh
electricity,Bobcat_assembly_Franklin,2017-01-03 00:00:00,141.0,kWh
electricity,Bobcat_education_Alissa,2017-01-03 00:00:00,42.5,kWh
electricity,Bobcat_education_Dylan,2017-01-03 00:00:00,87.5,kWh
electricity,Bobcat_assembly_Franklin,2017-01-03 01:00:00,148.0,kWh
electricity,Bobcat_education_Alissa,2017-01-03 01:00:00,45.25,kWh
electricity,Bobcat_education_Dylan,2017-01-03 01:00:00,89.5,kWh
electricity,Bobcat_assembly_Franklin,2017-01-03 02:00:00,149.0,kWh
electricity,Bobcat_education_Alissa,2017-01-03 02:00:00,44.75,kWh
electricity,Bobcat_education_Dylan,2017-01-03 02:00:00,96.0,kWh
electricity,Bobcat_assembly_Franklin,2017-01-03 03:00:00,122.9999,kWh
electricity,Bobcat_education_Alissa,2017-01-03 03:00:00,39.0001,kWh
electricity,Bobcat_education_Dylan,2017-01-03 03:00:00,83.9999,kWh
electricity,Bobcat_education_Alissa,2017-01-03 04:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-03 05:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-03 06:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-03 07:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-03 08:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-03 09:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-03 10:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-03 11:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-03 12:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-03 13:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-03 14:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-03 15:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-03 16:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-03 17:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-03 18:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-03 19:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-03 20:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-03 21:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-03 22:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-03 23:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-04 00:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-04 01:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-04 02:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-04 03:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-04 04:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-04 05:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-04 06:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-04 07:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-04 08:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-04 09:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-04 10:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-04 11:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-04 12:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-04 13:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-04 14:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-04 15:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-04 16:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-04 17:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-04 18:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-04 19:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-04 20:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-04 21:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-04 22:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-04 23:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-05 00:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-05 01:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-05 02:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-05 03:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-05 04:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-05 05:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-05 06:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-05 07:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-05 08:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-05 09:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-05 10:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-05 11:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-05 12:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-05 13:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-05 14:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-05 15:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-05 16:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-05 17:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-05 18:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-05 19:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-05 20:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-05 21:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-05 22:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-05 23:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-06 00:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-06 01:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-06 02:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-06 03:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-06 04:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-06 05:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-06 06:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-06 07:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-06 08:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-06 09:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-06 10:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-06 11:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-06 12:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-06 13:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-06 14:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-06 15:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-06 16:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-06 17:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-06 18:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-06 19:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-06 20:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-06 21:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-06 22:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-06 23:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-07 00:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-07 01:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-07 02:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-07 03:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-07 04:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-07 05:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-07 06:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-07 07:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-07 08:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-07 09:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-07 10:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-07 11:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-07 12:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-07 13:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-07 14:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-07 15:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-07 16:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-07 17:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-07 18:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-07 19:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-07 20:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-07 21:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-07 22:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-07 23:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-08 00:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-08 01:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-08 02:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-08 03:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-08 04:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-08 05:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-08 06:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-08 07:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-08 08:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-08 09:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-08 10:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-08 11:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-08 12:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-08 13:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-08 14:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-08 15:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-08 16:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-08 17:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-08 18:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-08 19:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-08 20:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-08 21:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-08 22:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-08 23:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-09 00:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-09 01:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-09 02:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-09 03:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-09 04:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-09 05:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-09 06:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-09 07:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-09 08:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-09 09:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-09 10:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-09 11:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-09 12:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-09 13:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-09 14:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-09 15:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-09 16:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-09 17:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-09 18:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-09 19:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-09 20:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-09 21:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-09 22:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-09 23:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-10 00:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-10 01:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-10 02:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-10 03:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-10 04:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-10 05:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-10 06:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-10 07:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-10 08:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-10 09:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-10 10:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-10 11:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-10 12:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-10 13:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-10 14:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-10 15:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-10 16:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-10 17:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-10 18:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-10 19:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-10 20:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-10 21:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-10 22:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-10 23:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-11 00:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-11 01:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-11 02:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-11 03:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-11 04:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-11 05:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-11 06:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-11 07:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-11 08:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-11 09:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-11 10:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-11 11:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-11 12:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-11 13:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-11 14:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-11 15:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-11 16:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-11 17:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-11 18:00:00,0.0,kWh
electricity,Bobcat_education_Alissa,2017-01-11 19:00:00,0.0,kWh
